,programevent_id,name_de,eventbegin,channel,market,turnover
0,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Online,goal-scorer-halftime,4146.590052146009
1,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Retail,team-points-more-less,1371.6666666666667
2,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Retail,standard,12624.62111352133
3,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Retail,handicap,12624.62111352133
4,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Online,points-more-less-than,4146.590052146009
5,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Online,goal-scorer-rest,4146.590052146009
6,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Online,goal-scorer-min-2,1551.166666666667
7,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Retail,goal-scorer-rest,1579.0
8,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Retail,points-more-less-rest-halftime,3548.636625119847
9,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Online,next-point,4146.590052146009
10,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Online,custom-place-yes-no,4146.590052146009
11,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Online,player-yellow-card,1935.3095238095239
12,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Online,handicap,15994.931818181818
13,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Online,team-points-more-less,2791.0
14,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Retail,goal-scorer,1869.0
15,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Retail,team-scores,12624.62111352133
16,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Retail,score-both-halftime,2101.0
17,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Online,next-point-halftime,2594.655172413793
18,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Online,score-both,4146.590052146009
19,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Retail,next-point-halftime,4256.142857142857
20,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Online,first-scorer,4146.590052146009
21,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Online,score-both-halftime,1304.0
22,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Online,corner-kicks-more-less-than,1820.8125
23,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Online,goal-scorer-team-wins,4146.590052146009
24,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Online,team-number-of-points,4146.590052146009
25,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Online,section-points-more-less,4146.590052146009
26,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Retail,correct-score-live,12624.62111352133
27,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Online,point-bet,4146.590052146009
28,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Retail,point-bet,12624.62111352133
29,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Online,team-scores,4146.590052146009
30,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Online,standard-rest,4146.590052146009
31,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Online,goal-scorer,2817.4848484848485
32,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Online,totals-team-wins,4146.590052146009
33,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Retail,points-more-less-rest,12624.62111352133
34,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Online,standard,81335.55622732769
35,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Retail,halftime-fulltime,12624.62111352133
36,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Retail,points-more-less-than,12624.62111352133
37,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Retail,standard-rest,5989.865384615385
38,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Online,double-chance,9835.06852248394
39,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Retail,section-points-more-less,12624.62111352133
40,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Retail,score-both,12624.62111352133
41,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Online,points-more-less-rest,11002.960784313726
42,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Retail,next-point,9993.72312703583
43,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Retail,double-chance,12624.62111352133
44,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Retail,goal-scorer-team-wins,1297.6923076923074
45,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Retail,totals-team-wins,12624.62111352133
46,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Online,correct-score-live,1431.857142857143
47,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Retail,standard-rest-halftime,1953.2444444444445
48,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Online,standard-rest-halftime,4146.590052146009
49,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Online,section-win,3098.333333333333
50,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Retail,section-win,3868.103448275862
51,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Online,halftime-fulltime,1744.3513513513512
52,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Online,team-to-win-to-nil,1942.0
53,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Online,points-more-less-rest-halftime,4867.574257425743
54,190001810,Bayern München - Bayer Leverkusen,2017-08-18 20:38:08,Online,number-of-points-2,1326.0
55,190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Retail,standard,15023.112005108556
56,190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Online,next-point-halftime,1851.571428571429
57,190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Online,custom-place-yes-no,4146.590052146009
58,190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Online,score-both,4146.590052146009
59,190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Retail,score-both-halftime,1940.0
60,190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Online,goal-scorer-team-wins,4146.590052146009
61,190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Online,totals-team-wins,4146.590052146009
62,190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Retail,points-more-less-rest,15023.112005108556
63,190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Online,team-scores,4146.590052146009
64,190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Retail,points-more-less-than,15023.112005108556
65,190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Retail,point-bet,1817.5754189944132
66,190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Retail,goal-scorer,1715.8826086956522
67,190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Online,points-more-less-rest,6846.877604166668
68,190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Online,points-more-less-than,4146.590052146009
69,190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Online,point-bet,4146.590052146009
70,190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Retail,double-chance,15023.112005108556
71,190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Online,section-win,2180.153846153846
72,190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Online,handicap,7237.132113821138
73,190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Retail,score-both,15023.112005108556
74,190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Retail,next-point,7414.608325449385
75,190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Retail,next-point-halftime,2881.195652173913
76,190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Online,next-point,4146.590052146009
77,190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Retail,section-points-more-less,15023.112005108556
78,190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Online,section-points-more-less,4146.590052146009
79,190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Online,head-to-head,1926.5977653631282
80,190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Online,points-more-less-rest-halftime,2913.734969325153
81,190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Retail,points-more-less-rest-halftime,3548.636625119847
82,190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Online,double-chance,7353.381062355658
83,190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Retail,standard-rest,4982.312913907284
84,190002810,1899 Hoffenheim - Werder Bremen,2017-08-19 15:30:10,Retail,handicap,15023.112005108556
